JUNC,SURF,LITE,VEH1TYPE,VEH2TYPE,Hour,VEH1AGE,VEH2AGE,VEH1RESTRAINT,VEH2RESTRAINT,VEH1TESTRESULT,VEH2TESTRESULT,StateFunctionalClassCode,NumofGroupofFirstCollisionType,VEH1AIRBAG,VEH2AIRBAG,VEH1CCCODE1,VEH2CCCODE1,Injury
4,2,4,2,0,20,37,0,4,0,0,0,U5,2,1,0,4,0,0
1,2,4,1,1,21,24,20,4,4,0,0,U2,1,1,1,11,18,0
2,1,1,1,1,15,18,29,4,4,0,0,U2,9,0,1,4,18,1
1,1,1,2,2,15,17,52,4,4,0,0,U1,9,1,1,23,18,1
1,1,6,1,1,17,17,50,4,4,0,0,U1,9,1,1,7,18,0
1,1,1,1,2,16,74,31,4,4,0,0,R1,9,1,1,17,18,0
5,2,1,1,0,9,44,0,4,0,0,0,U1,2,1,0,18,0,0
4,2,1,1,0,15,65,0,4,0,0,0,R1,2,1,0,4,0,0
4,1,1,1,1,13,46,65,4,4,0,0,R1,5,1,1,23,18,1
1,1,1,2,1,15,25,67,4,4,0,0,R1,1,0,1,11,18,0
4,2,6,1,0,6,58,0,4,0,0,0,R1,2,1,0,23,0,0
4,1,1,1,0,9,22,0,4,0,0,0,R1,2,0,0,49,0,0
6,1,1,1,2,11,64,39,4,4,0,0,U1,1,1,1,23,18,0
1,2,1,1,2,15,44,45,4,4,0,0,U1,9,1,1,7,18,1
4,2,6,2,2,6,51,30,4,4,0,0,U1,9,1,1,23,18,1
4,2,1,1,1,9,22,48,4,4,0,0,U3,7,0,1,5,18,0
5,2,1,1,0,9,18,0,4,0,0,0,U2,2,5,0,23,0,2
1,2,1,2,2,15,52,30,4,4,0,0,U1,9,4,1,16,18,0
4,1,3,0,12,17,0,48,0,0,0,0,U5,11,0,0,5,18,2
4,2,1,3,1,16,47,20,4,4,0,0,U5,11,1,1,5,18,0
4,2,3,1,0,16,20,0,4,0,0.18,0,U5,6,1,0,1,0,1
1,2,4,1,2,17,19,54,4,4,0,0,U1,10,1,1,4,18,0
4,2,6,2,0,3,22,0,4,0,0.14,0,R2,2,4,0,1,0,2
4,2,6,1,0,23,30,0,4,0,0,0,U5,2,1,0,1,0,0
4,2,4,1,0,3,36,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,4,2,2,20,30,47,4,4,0,0,U1,11,1,1,5,18,0
4,2,6,1,2,18,29,53,4,4,0,0,U5,10,1,1,17,18,1
4,2,1,1,0,15,25,0,4,0,0,0,U1,2,1,0,4,0,0
4,2,4,2,1,17,61,23,4,4,0,0,U1,9,1,1,4,18,0
4,2,6,1,0,19,47,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,4,1,0,22,31,0,1,0,0,0,U1,2,4,0,23,0,1
4,2,4,1,0,18,28,0,4,0,0,0,U5,2,4,0,4,0,0
4,1,4,3,1,17,33,40,4,4,0,0,U5,9,1,1,4,18,1
4,2,4,2,6,17,19,42,4,4,0,0,R1,11,1,0,5,18,0
5,3,4,1,0,7,23,0,4,0,0,0,U2,2,1,0,51,0,0
4,2,1,1,0,16,20,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,1,1,0,16,22,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,0,16,30,0,4,0,0,0,U5,6,1,0,4,0,1
1,2,1,1,3,16,25,28,4,4,0,0,U5,11,1,1,4,18,0
1,1,4,2,0,22,38,0,4,0,0,0,U5,2,1,0,1,0,2
4,2,1,6,2,16,47,36,4,4,0,0,U5,9,0,1,23,18,0
1,1,4,1,2,21,20,40,4,4,0,0,U1,9,4,1,4,18,0
4,2,3,1,1,16,30,59,4,4,0,0,U5,9,1,1,23,18,1
4,1,6,1,0,19,18,0,4,0,0,0,R2,2,1,0,4,0,0
4,2,4,12,1,22,52,19,0,4,0,0,U1,6,0,4,23,18,1
1,2,4,1,1,17,36,23,4,4,0,0,U1,9,1,1,23,18,0
1,2,4,2,1,21,47,23,4,4,0,0,U1,4,5,5,5,18,0
1,2,1,1,1,11,85,84,4,4,0,0,U1,11,1,1,5,18,0
1,1,1,1,2,16,20,27,4,4,0,0,U2,9,1,1,18,23,0
1,2,1,1,1,7,22,30,4,4,0,0,U1,4,4,4,5,18,1
1,2,1,1,1,8,46,24,4,4,0,0,U2,1,1,1,5,18,0
1,2,1,1,2,13,77,46,4,4,0,0,U1,9,1,1,7,18,0
4,2,4,1,1,17,47,42,4,4,0,0,U2,11,1,1,5,18,0
1,2,1,1,2,11,48,68,0,0,0,0,U2,11,1,1,5,18,0
4,1,1,1,2,15,21,28,4,4,0,0,U1,9,1,1,23,18,0
4,1,6,1,1,1,69,35,4,4,0,0,U1,5,4,0,1,18,3
2,2,6,1,1,18,23,42,4,4,0,0,U5,11,1,1,5,18,0
1,2,4,2,1,19,64,51,4,4,0,0,U5,9,1,1,4,18,1
1,2,3,2,1,17,20,47,4,4,0,0,R3,9,1,1,7,18,0
1,2,2,2,1,7,53,26,4,4,0,0,U5,1,1,1,23,18,0
A,1,4,1,0,0,0,0,0,0,0,0,R2,2,0,0,3,0,0
1,2,1,2,1,12,61,19,4,4,0,0,U1,4,1,1,5,18,1
1,1,1,1,1,14,31,31,2,4,0,0,U5,1,1,4,5,18,0
1,2,4,1,2,18,60,38,1,4,0,0,U1,9,0,1,1,18,2
1,2,1,2,1,8,31,47,2,4,0,0,U1,9,1,1,23,18,0
1,2,1,2,0,8,20,0,4,0,0,0,U1,2,1,0,10,0,0
1,2,4,1,2,19,31,34,4,4,0,0,U1,1,0,1,11,18,2
1,2,1,1,1,12,23,28,4,4,0,0,U2,1,1,2,17,17,0
1,1,1,1,1,16,46,86,4,4,0,0,U5,1,4,5,11,18,1
1,2,1,2,1,14,47,62,4,4,0,0,U5,9,1,1,4,18,0
1,1,4,2,1,17,55,65,4,4,0,0,U5,1,1,1,17,17,0
4,2,4,6,2,18,41,30,4,4,0,0,U5,5,0,5,16,18,1
4,2,4,1,1,18,17,61,4,4,0,0,U5,11,1,1,5,18,0
4,3,6,2,0,16,26,0,4,0,0,0,R1,2,5,0,4,0,0
1,2,3,1,2,17,69,40,4,4,0,0,U1,9,1,1,7,18,0
1,1,1,1,1,14,63,30,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,5,2,13,39,53,4,4,0,0,U5,10,0,1,17,17,0
4,2,4,1,0,1,20,0,0,0,0.19,0,U2,2,1,0,1,0,0
1,2,1,2,2,15,26,34,2,2,0,0,U1,9,1,1,7,18,0
1,2,4,2,1,18,44,29,4,4,0,0,U1,1,1,1,5,18,0
6,2,1,2,1,15,25,55,4,4,0,0,U1,10,1,1,5,18,0
3,2,4,0,1,19,0,28,0,4,0,0,U1,4,0,1,5,18,0
1,2,1,2,1,15,59,32,4,4,0,0,U1,9,1,1,23,18,0
1,2,4,2,1,20,41,20,4,4,0,0,U1,11,1,5,5,18,0
4,2,6,1,0,20,42,0,4,0,0,0,R2,2,1,0,8,0,1
4,1,1,2,2,15,52,58,4,4,0,0,U1,11,1,1,5,5,0
4,2,1,1,2,14,30,30,4,4,0,0,U1,9,1,4,18,23,1
1,2,1,2,1,15,17,57,4,4,0,0,U1,10,1,0,24,18,0
1,2,1,2,2,14,27,85,4,4,0,0,U1,9,1,1,7,18,1
4,2,6,1,0,7,35,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,1,1,1,14,54,36,4,4,0,0,U5,9,4,1,4,18,1
4,2,1,1,0,14,17,0,4,0,0,0,U5,2,0,0,4,0,0
1,2,4,1,0,0,21,0,4,0,0.06,0,U5,2,1,0,1,0,4
4,1,1,1,0,14,22,0,4,0,0,0,R2,2,1,0,23,0,0
4,4,1,1,0,7,41,0,0,0,0,0,R2,2,1,0,4,0,2
4,4,6,2,0,1,28,0,4,0,0,0,R3,6,1,0,4,0,0
4,2,1,1,1,13,26,19,4,4,0,0,U5,9,1,1,4,18,0
5,4,4,1,0,6,31,0,4,0,0,0,U3,2,1,0,4,0,0
1,2,4,1,2,17,22,43,4,4,0,0,U2,10,4,1,7,18,1
4,4,1,2,0,8,36,0,4,0,0,0,R5,2,1,0,4,0,0
4,1,2,0,2,7,0,67,0,4,0,0,U5,9,0,0,7,18,0
4,2,1,1,0,9,42,0,4,0,0,0,U1,2,1,0,16,0,1
4,1,1,3,3,10,32,38,4,4,0,0,U5,7,0,0,5,18,0
1,2,4,2,1,7,40,45,4,4,0,0,U5,9,1,1,4,18,1
4,2,1,1,0,14,19,0,4,0,0,0,U1,2,1,0,16,0,0
6,2,1,2,1,9,60,23,4,4,0,0,U1,10,1,1,23,18,0
1,2,1,1,1,16,22,37,4,4,0,0,U1,1,1,1,5,18,1
3,2,1,1,1,15,27,43,4,4,0,0,U1,1,1,1,5,18,0
4,2,4,1,0,17,37,0,4,0,0,0,U5,2,1,0,23,0,0
1,2,4,2,2,20,57,47,4,4,0,0,U1,1,1,1,5,18,0
4,1,1,2,0,16,47,0,4,0,0,0,U1,2,1,0,14,0,0
4,2,4,1,1,6,19,33,4,4,0,0,U5,11,1,1,7,18,0
4,2,2,2,1,7,53,81,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,2,14,20,26,4,4,0,0,U5,9,1,1,45,18,1
1,2,4,2,2,17,54,23,4,4,0,0,U1,1,1,1,11,18,0
1,2,4,2,0,19,44,0,4,0,0,0,U5,2,1,0,20,0,0
1,2,4,1,1,0,22,22,4,4,0,0,U1,4,4,4,13,18,0
4,1,1,2,0,15,23,0,4,0,0,0,U5,3,1,0,16,0,0
3,2,1,1,11,7,20,58,4,1,0,0,U1,1,1,0,10,18,0
1,2,4,1,1,16,64,51,4,4,0,0,U5,9,0,1,7,18,1
4,2,4,1,0,0,27,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,4,1,1,18,24,37,4,4,0,0,U5,9,1,1,23,18,1
4,2,4,2,0,20,26,0,4,0,0.06,0,U5,2,5,0,1,0,0
5,2,4,1,1,18,44,41,4,4,0,0,U5,9,1,1,7,18,1
1,1,1,6,0,14,52,0,0,0,0,0,U2,2,0,0,10,0,0
7,2,1,1,1,14,29,89,4,4,0,0,U2,9,1,1,7,18,0
1,2,3,2,1,18,48,28,4,4,0,0,U2,1,1,4,23,18,0
1,2,4,1,1,21,26,37,4,4,0,0,U1,4,1,1,18,11,0
1,2,4,1,2,18,17,49,4,4,0,0,U5,9,1,1,18,7,0
4,2,4,1,1,17,24,22,4,4,0,0,U1,10,1,0,7,18,0
1,2,3,1,0,16,18,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,4,2,1,18,52,56,4,4,0,0,U5,9,1,1,7,18,0
4,1,6,1,1,18,39,26,4,4,0,0,U5,11,1,1,7,18,0
4,2,5,1,1,17,41,80,4,4,0,0,U5,3,1,1,17,18,0
4,2,6,2,1,18,31,23,4,4,0,0,U5,11,1,1,4,18,0
4,4,4,1,0,2,47,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,1,17,23,47,4,4,0,0,U5,9,0,1,7,18,1
4,2,4,2,0,22,23,0,4,0,0,0,R5,2,1,0,4,0,0
1,2,4,1,2,17,25,33,4,4,0,0,U1,9,1,1,7,18,1
4,2,6,1,0,18,16,0,4,0,0,0,U5,2,1,0,4,0,0
4,7,4,1,2,22,22,52,4,4,0,0,U5,10,1,1,16,18,1
1,1,1,2,2,17,38,53,4,1,0,0,U1,9,1,1,16,18,1
1,2,1,2,1,7,21,27,4,4,0,0,U1,9,1,1,50,18,0
3,1,6,2,1,17,43,54,4,4,0,0,U2,4,1,1,1,18,0
1,1,1,2,1,12,27,58,4,4,0,0,U1,9,1,1,50,18,0
1,1,1,1,1,12,22,60,4,4,0,0,U1,4,1,1,5,18,0
2,2,4,1,2,5,30,47,4,4,0,0,U5,9,4,1,23,18,0
1,2,1,1,1,15,79,60,4,4,0,0,U1,9,1,1,23,18,0
3,2,1,1,2,9,63,38,4,4,0,0,U1,1,1,1,5,18,0
1,2,1,2,2,11,63,47,4,4,0,0,U1,9,1,1,4,18,0
3,2,1,1,0,14,29,32,4,0,0,0,U1,8,1,0,18,5,1
1,2,4,2,1,5,53,32,4,4,0,0,U1,9,1,1,23,18,1
1,2,1,3,2,13,23,46,4,4,0,0,U1,11,0,1,23,18,0
4,2,1,2,1,8,39,32,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,13,18,46,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,0,7,24,0,4,0,0,0,U5,2,1,0,50,0,0
4,1,1,2,2,13,0,54,0,4,0,0,U5,9,0,1,7,7,0
4,2,1,0,1,8,0,47,0,4,0,0,U5,9,0,0,17,18,0
4,1,1,1,1,14,26,44,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,2,1,9,31,61,4,2,0,0,U1,9,0,1,7,18,0
4,1,1,2,2,14,21,42,4,4,0,0,U5,9,1,1,5,18,0
4,2,1,2,2,15,44,55,4,4,0,0,U5,9,0,1,23,18,1
4,2,4,1,1,6,65,33,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,0,11,46,0,4,0,0,0,U5,2,1,0,4,0,0
5,1,1,2,1,14,74,56,4,4,0,0,U5,11,1,1,17,17,0
4,2,4,6,1,5,57,37,4,4,0,0,U5,9,1,1,17,18,0
1,1,9,6,2,10,64,61,4,4,0,0,U1,10,0,1,10,18,0
4,1,1,1,2,15,38,30,4,4,0,0,U5,9,1,1,7,18,1
4,2,4,2,1,15,21,55,4,4,0,0,U5,10,1,1,18,5,0
3,2,1,1,1,10,43,33,4,4,0,0,U2,1,1,4,5,18,2
1,2,1,1,2,14,46,57,0,4,0,0,U1,4,0,1,5,18,0
5,2,4,1,1,18,22,67,4,4,0,0,U1,9,4,1,4,18,1
4,1,6,2,2,18,36,40,4,4,0,0,U5,9,1,1,23,18,0
4,1,6,1,2,21,43,38,2,4,0,0,U5,9,1,4,18,1,2
5,1,4,2,1,18,22,21,4,4,0,0,U5,9,1,1,18,5,0
4,2,4,3,2,17,26,49,4,4,0,0,U1,9,4,4,4,18,1
4,2,4,1,1,17,63,73,4,4,0,0,U5,9,0,0,18,4,0
4,2,4,1,2,21,23,62,4,4,0.17,0,U1,5,4,1,1,18,0
4,1,6,1,0,22,63,0,4,0,0,0,U1,2,1,0,18,0,0
4,1,4,2,1,17,41,25,4,4,0,0,U5,9,4,1,4,18,0
1,2,4,1,1,6,46,38,4,4,0,0,U1,9,1,4,23,18,1
4,2,1,1,0,7,21,0,4,0,0,0,U1,2,4,0,4,0,2
1,2,4,2,1,6,43,34,4,4,0,0,U5,9,1,1,4,18,1
4,2,1,2,2,9,29,37,4,4,0,0,U5,9,4,1,4,18,1
4,2,1,2,1,15,28,40,4,4,0,0,U5,9,0,1,4,18,1
4,2,2,1,1,6,36,27,4,4,0,0,U1,9,4,1,4,18,1
1,2,1,1,2,15,58,42,4,4,0,0,U5,9,1,1,4,18,0
4,2,4,1,1,6,42,28,4,4,0,0,U1,11,1,1,5,18,0
4,2,1,1,1,8,75,39,4,4,0,0,U1,9,4,1,23,18,1
1,2,1,1,1,8,91,52,4,4,0,0,U1,1,1,4,5,18,1
1,2,4,3,2,17,34,0,4,4,0,0,U1,11,1,1,10,18,0
4,1,4,1,1,16,18,42,4,4,0,0,U2,11,1,1,5,18,1
3,1,1,2,0,13,53,0,0,0,0,0,U1,2,0,0,4,0,0
1,1,1,1,1,15,25,33,4,4,0,0,U1,9,1,1,4,18,1
4,2,1,1,2,14,19,81,4,4,0,0,U5,9,1,1,48,18,1
1,2,4,2,1,19,63,65,4,4,0,0,U1,1,1,1,17,17,0
4,2,4,1,2,18,21,57,4,4,0,0,U5,9,1,1,7,18,0
1,2,4,1,1,17,66,61,4,4,0,0,U5,1,5,1,23,18,0
4,2,2,2,0,6,0,0,0,0,0,0,U1,2,0,0,17,0,0
1,2,4,2,1,3,60,49,4,4,0,0,U1,4,1,1,11,18,0
4,2,4,10,0,0,0,38,0,0,0,0,U1,8,0,0,17,18,2
1,2,4,1,2,18,46,45,4,4,0,0,U2,4,1,1,11,18,0
4,1,6,1,1,17,21,57,4,4,0,0,U1,9,4,1,42,18,0
4,2,4,1,0,22,48,0,4,0,0.07,0,U1,2,4,0,1,0,0
2,2,3,1,1,16,18,42,4,4,0,0,U5,9,1,1,7,18,0
4,2,4,2,0,1,28,0,4,0,0,0,U1,2,2,0,4,0,0
7,2,4,1,2,18,30,36,4,4,0,0,U1,9,1,1,23,18,0
4,2,4,2,2,1,37,39,4,4,0,0,U1,9,1,1,1,18,0
1,2,1,1,2,12,0,64,0,4,0,0,U2,9,0,1,23,18,0
5,2,1,1,1,13,0,41,0,4,0,0,U1,9,0,1,17,18,0
5,2,1,3,1,8,34,29,4,4,0,0,U1,9,1,1,7,18,0
1,2,6,2,1,19,55,59,4,4,0.13,0,R1,5,4,4,1,18,3
4,1,1,1,0,14,21,0,4,0,0,0,U5,2,4,0,32,0,0
4,2,1,2,3,9,65,54,4,2,0,0,U1,5,1,1,16,18,0
4,3,1,1,0,9,44,0,4,0,0,0,R1,2,1,0,23,0,0
5,2,6,2,1,6,28,52,4,4,0,0,U1,9,0,1,4,18,0
2,2,1,2,1,13,59,59,4,4,0.09,0,R1,9,0,1,1,18,1
4,1,1,1,1,13,37,25,4,4,0,0,U1,9,1,1,7,18,0
4,4,1,2,0,10,62,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,2,14,24,42,4,4,0,0,U1,9,1,1,7,18,0
4,2,1,2,6,14,20,58,4,4,0,0,R5,11,1,1,14,18,0
4,2,1,1,0,14,30,0,4,0,0,0,R2,2,1,0,4,0,0
4,1,1,2,6,15,36,27,4,4,0,0,R5,11,1,1,18,5,0
4,2,1,2,1,15,61,33,4,4,0,0,U1,11,1,1,18,4,0
4,2,3,1,2,16,53,38,4,4,0,0,R1,9,1,1,7,18,0
4,2,1,6,1,7,61,51,4,4,0,0,U5,9,1,1,7,18,1
1,2,1,2,2,18,30,51,4,4,0,0,U2,1,1,4,10,18,0
4,2,4,2,2,5,44,55,4,4,0,0,U5,11,1,1,4,18,0
4,2,4,1,1,17,64,39,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,1,2,9,27,46,0,0,0,0,U1,9,1,1,7,18,0
3,1,1,2,2,15,75,73,4,4,0,0,U1,1,1,1,5,18,0
1,1,3,2,1,17,44,21,4,4,0,0,U5,4,1,4,5,18,1
4,2,4,1,0,3,29,0,4,0,0,0,U5,2,4,0,1,0,0
1,2,1,2,2,16,51,49,4,4,0,0,U5,9,1,1,7,18,0
1,2,4,2,0,21,49,42,4,0,0,0,U1,8,1,0,50,23,2
1,2,4,2,0,23,65,0,4,0,0,0,U1,11,1,0,18,5,0
4,1,4,1,1,19,19,18,4,4,0,0,U5,9,1,1,23,18,1
4,2,4,1,0,18,32,0,4,0,0,0,U5,2,2,0,50,0,1
4,1,4,1,1,17,33,34,4,4,0,0,U5,9,1,1,18,4,0
3,2,4,1,1,19,0,49,0,4,0,0,U1,1,0,1,5,18,0
1,2,1,4,2,13,53,35,4,4,0,0,U1,9,0,1,23,18,0
4,1,4,1,2,20,42,74,4,4,0.16,0,U5,10,1,1,1,18,2
6,1,1,1,1,15,83,38,4,4,0,0,U1,1,1,1,5,18,0
1,1,4,1,1,20,61,20,4,4,0,0,U1,9,1,1,45,18,0
4,1,4,1,2,19,49,54,4,4,0,0,U1,9,1,1,50,18,0
5,1,1,2,2,12,21,56,4,4,0,0,U1,9,1,0,7,7,1
4,2,2,1,1,7,31,64,4,4,0,0,U1,9,1,1,7,18,0
4,2,4,1,1,5,44,46,4,4,0,0,U1,9,4,1,7,18,2
1,2,1,1,1,15,24,65,4,4,0,0,U1,1,1,1,23,18,0
4,2,1,6,2,9,52,44,4,4,0,0,U1,9,0,1,7,18,2
4,9,4,2,2,6,36,48,4,4,0,0,U5,9,1,1,4,18,0
4,2,4,1,2,6,46,61,4,4,0,0,U5,11,1,1,18,5,0
4,1,1,1,2,15,65,54,4,4,0,0,U5,11,1,1,5,18,0
5,1,1,1,2,13,35,19,4,4,0,0,U5,9,1,1,23,18,1
4,2,1,1,0,11,46,0,4,0,0,0,U1,2,1,0,6,0,0
1,2,1,1,1,11,45,48,4,4,0,0,U1,1,1,0,11,18,0
4,1,1,2,2,12,27,38,4,4,0,0,U1,9,1,1,7,17,0
5,1,1,2,1,16,69,44,4,4,0,0,U5,11,1,1,5,18,0
1,1,1,1,1,10,29,51,4,4,0,0,U1,9,1,1,1,18,1
4,1,6,1,1,17,48,53,4,4,0,0,U5,9,1,1,4,18,1
1,1,1,1,1,14,48,62,4,2,0,0,U5,1,1,0,5,18,0
1,1,4,2,1,18,29,50,4,4,0,0,U2,9,1,1,7,18,1
1,2,1,1,1,14,51,64,4,4,0,0,U5,9,1,1,50,18,1
1,2,1,2,2,10,35,54,4,4,0,0,U1,10,1,2,20,18,2
4,2,1,1,0,13,27,0,4,0,0,0,U5,2,1,0,18,0,0
7,1,1,1,1,16,16,29,4,4,0,0,R2,9,1,1,7,18,0
1,1,4,1,1,17,34,22,4,4,0,0,U1,9,1,1,23,18,0
5,1,1,1,2,12,49,19,4,4,0,0,U1,9,1,1,4,18,0
1,2,1,1,1,14,94,63,4,4,0,0,U5,1,4,4,5,18,0
4,2,1,2,3,9,57,49,4,4,0,0,U5,11,0,1,4,18,2
4,2,1,2,0,15,36,0,4,0,0,0,U5,2,1,0,4,0,0
1,2,1,1,1,13,31,71,4,4,0,0,U1,9,1,1,4,18,1
4,2,1,1,0,9,22,0,4,0,0,0,U1,2,2,0,4,0,0
4,1,1,1,2,13,23,30,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,0,12,27,0,4,0,0,0,U1,2,1,0,4,0,0
5,1,1,1,1,15,22,38,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,0,8,26,0,4,0,0,0,U1,2,1,0,4,0,0
4,1,1,2,1,12,43,26,4,4,0,0,U5,9,4,0,4,18,1
4,2,1,2,1,10,41,52,2,4,0,0,U5,9,1,1,4,18,0
5,1,1,2,1,15,27,18,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,6,9,56,57,4,4,0,0,U5,11,1,0,5,18,0
4,2,1,1,1,11,24,29,4,4,0,0,U5,9,4,1,7,18,0
4,2,4,1,0,6,24,0,4,0,0,0,U5,2,1,0,4,0,1
4,2,1,2,2,13,62,34,4,4,0,0,U1,11,1,1,23,18,0
5,1,1,1,1,14,47,17,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,15,51,69,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,13,24,41,4,4,0,0,U5,9,0,1,7,18,0
4,2,1,1,0,14,29,0,4,0,0,0,U1,2,1,0,4,0,0
4,2,1,1,0,11,35,0,4,0,0,0,U1,2,1,0,4,0,0
5,2,1,1,2,8,27,50,4,4,0,0,U5,9,4,1,23,18,0
4,1,1,3,2,15,40,47,4,4,0,0,U1,11,0,1,5,18,0
4,2,1,1,1,15,26,61,4,4,0,0,U5,9,1,1,4,18,2
4,2,1,1,2,9,26,26,4,4,0,0,U5,11,0,1,23,18,0
4,1,1,1,1,14,20,49,4,4,0,0,U5,9,1,1,23,18,0
5,1,1,1,1,13,25,49,4,4,0,0,U5,9,1,1,4,18,1
1,9,9,1,0,0,0,0,0,0,0,0,U1,2,0,0,17,0,0
4,1,6,1,0,6,0,0,0,0,0,0,U1,2,1,0,4,0,0
4,1,1,2,6,14,48,54,4,4,0,0,U1,9,4,1,4,18,2
1,1,1,2,1,13,26,63,4,4,0,0,U5,9,1,1,4,18,0
1,1,1,1,2,9,59,57,4,4,0,0,U1,11,1,1,5,18,0
4,1,6,2,0,19,24,0,4,0,0,0,R2,2,1,0,2,0,0
4,2,4,1,0,0,24,0,4,0,0.11,0,U5,6,0,0,1,0,0
4,2,4,2,1,17,51,55,4,4,0,0,U5,9,1,1,4,18,0
4,2,2,1,1,7,37,47,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,1,2,7,47,30,4,4,0,0,U5,11,1,1,4,18,0
4,2,5,2,0,7,47,0,4,0,0,0,U5,2,1,0,4,0,0
1,1,1,2,2,12,53,30,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,2,13,64,75,4,4,0,0,U5,9,1,1,7,18,0
3,1,1,2,1,14,54,20,4,4,0,0,U2,1,1,1,5,18,0
3,2,4,1,1,18,58,38,4,4,0,0,U1,1,1,1,5,18,1
1,1,4,1,1,20,71,28,4,4,0,0,U1,1,1,1,11,18,1
1,2,6,1,2,17,23,61,0,4,0,0,U1,1,0,1,5,18,0
4,3,6,2,0,1,38,0,4,0,0,0,R1,2,1,0,4,0,0
1,2,4,2,2,20,22,42,4,4,0,0,U1,9,1,1,5,18,0
1,1,4,2,1,23,60,27,0,4,0,0,U1,1,0,1,1,18,2
6,2,4,2,1,22,64,38,4,4,0,0,U2,1,0,1,23,18,0
4,1,4,2,1,17,24,75,4,4,0,0,U5,9,1,1,4,18,2
2,2,4,2,1,2,31,23,4,4,0,0,U5,11,2,0,18,5,0
4,1,1,2,2,16,38,21,4,4,0,0,U5,9,1,1,7,18,0
4,2,4,2,2,17,33,20,4,4,0,0,U5,9,4,1,4,18,0
5,1,4,1,2,18,19,35,4,4,0,0,U5,9,4,1,4,18,0
4,2,4,1,0,19,24,0,4,0,0,0,U5,2,1,0,4,0,0
5,1,6,2,1,17,59,41,2,4,0,0,U1,9,1,1,23,18,0
1,1,1,1,0,14,24,0,4,0,0,0,U1,2,5,0,10,0,1
1,2,4,2,1,22,38,49,4,4,0.2,0,U1,9,0,1,1,18,0
3,2,1,1,0,15,0,19,0,0,0,0,U1,8,0,0,22,18,1
7,2,4,1,1,18,52,29,4,4,0,0,U1,11,1,1,23,18,0
4,1,1,2,1,14,47,28,4,4,0,0,U1,9,5,1,4,18,0
3,1,1,2,2,16,51,31,4,4,0,0,U2,10,1,1,10,18,0
1,1,4,1,1,19,56,30,4,4,0,0,U1,4,4,4,11,18,1
3,2,1,1,1,15,43,38,4,4,0,0,U1,1,1,1,10,18,0
4,1,2,1,0,7,63,0,4,0,0,0,R5,3,0,0,18,0,0
4,2,6,1,0,5,38,0,4,0,0,0,U5,11,1,0,18,17,1
4,2,1,1,0,8,0,0,0,0,0,0,R2,2,0,0,17,0,0
4,2,1,1,2,15,71,26,4,4,0,0,U5,11,1,1,1,18,0
4,1,1,2,1,14,56,33,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,0,14,23,0,4,0,0,0,U5,2,1,0,17,0,0
4,2,1,1,0,11,27,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,2,7,18,18,4,4,0,0,U2,9,4,1,50,18,0
1,2,1,1,1,15,55,54,4,4,0,0,U1,11,1,1,5,18,0
4,2,4,1,0,19,82,0,4,0,0,0,U5,2,4,0,23,0,1
4,1,4,2,1,0,38,51,4,4,0,0,U1,11,1,0,5,18,0
4,1,1,1,2,16,71,66,4,4,0,0,U5,9,1,1,4,18,0
5,1,4,1,2,18,37,38,4,4,0,0,U5,9,1,1,4,18,1
4,2,4,2,1,21,75,48,4,4,0,0,U1,9,1,1,18,4,0
4,2,4,1,2,7,33,46,4,4,0,0,U1,9,1,1,23,18,1
4,2,1,2,0,15,28,13,0,0,0,0,U2,8,0,0,17,18,2
1,2,4,1,1,19,61,60,4,2,0,0,U5,5,1,1,8,18,0
4,4,6,2,0,7,23,0,4,0,0,0,R3,2,1,0,4,0,0
1,1,1,6,1,13,62,47,4,4,0,0,U2,11,0,1,10,18,0
4,2,4,2,0,5,0,0,0,0,0,0,U5,2,0,0,17,0,0
1,2,1,1,1,7,30,38,4,4,0,0,U1,1,1,1,17,17,0
1,1,4,2,10,18,52,66,4,1,0,0,U1,1,1,1,5,18,0
