JUNC,SURF,LITE,VEH1TYPE,VEH2TYPE,Hour,VEH1AGE,VEH2AGE,VEH1RESTRAINT,VEH2RESTRAINT,VEH1TESTRESULT,VEH2TESTRESULT,StateFunctionalClassCode,NumofGroupofFirstCollisionType,VEH1AIRBAG,VEH2AIRBAG,VEH1CCCODE1,VEH2CCCODE1,Injury
1,2,1,1,0,9,34,0,4,0,0,0,U2,2,1,0,4,0,0
2,2,1,1,1,8,42,24,4,4,0,0,U1,9,1,1,7,18,0
5,2,1,2,2,11,48,31,4,4,0,0,U5,9,1,1,7,18,0
3,2,1,2,0,5,39,0,4,0,0,0,U2,1,1,0,5,17,0
4,1,1,1,1,11,71,54,4,4,0,0,U5,9,5,1,23,18,1
1,2,6,1,0,1,25,0,0,0,0,0,R2,2,4,0,51,0,0
1,1,1,1,2,10,22,56,4,0,0,0,U5,9,1,0,23,18,0
4,1,2,0,1,4,0,0,0,0,0,0,U1,7,0,0,51,0,0
4,2,1,1,2,14,28,60,4,4,0,0,U2,9,1,1,23,18,0
1,2,1,1,2,16,68,58,2,4,0,0,U5,1,1,1,23,18,0
1,1,1,1,0,12,21,0,4,0,0,0,R3,2,5,0,7,0,0
4,1,6,1,0,21,21,0,4,0,0,0,U5,3,1,0,18,0,0
4,1,6,1,0,1,25,21,4,0,0,0,U1,8,1,0,18,17,2
4,2,3,1,0,19,43,0,4,0,0,0,R5,3,1,0,18,0,0
A,2,1,2,0,7,22,65,4,0,0,0,U2,8,1,0,5,18,1
4,1,1,1,0,15,47,0,4,0,0,0,U5,2,1,0,23,0,0
4,1,1,1,0,14,37,0,4,0,0,0,R5,3,1,0,18,0,0
1,1,1,2,2,12,27,71,4,4,0,0,U2,9,1,1,23,18,1
1,2,1,1,2,16,23,44,4,4,0,0,U5,9,1,0,23,18,0
1,2,1,1,1,18,43,30,4,4,0,0,U1,9,1,1,18,7,1
1,1,4,1,2,0,18,22,4,4,0,0,U5,4,0,4,5,18,1
4,1,1,1,1,8,18,20,4,4,0,0,R2,9,1,1,23,18,0
4,1,1,1,2,16,21,61,4,4,0,0,U5,9,0,1,23,18,0
4,1,1,2,1,13,35,36,4,4,0,0,R2,9,0,1,4,18,0
4,2,1,1,1,5,29,34,4,4,0,0,R2,5,4,5,14,18,2
1,2,1,6,2,13,0,28,0,4,0,0,U1,10,0,0,17,18,0
1,2,1,2,2,12,27,32,4,4,0,0,U1,9,1,1,23,18,0
5,2,1,1,2,17,20,56,4,4,0,0,U2,9,1,1,4,18,0
4,2,6,2,0,23,36,0,4,0,0,0,U1,2,1,0,4,0,0
4,2,1,2,2,16,43,25,4,4,0,0,U5,9,4,4,4,18,2
4,2,6,1,2,17,31,31,4,4,0,0,U5,9,0,1,4,18,0
4,2,1,1,0,20,22,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,0,19,24,0,2,0,0,0,U5,2,1,0,4,0,1
4,2,1,1,0,11,53,0,4,0,0,0,U5,2,1,0,4,0,0
1,1,1,2,2,13,44,25,4,4,0,0,U1,11,1,1,23,18,0
1,2,1,2,1,10,40,30,4,4,0,0,U1,9,1,1,52,18,1
1,1,1,2,1,16,47,30,4,4,0.29,0,U1,9,1,1,1,52,0
4,7,1,14,2,17,24,25,4,4,0,0,U1,11,1,1,17,18,0
1,1,1,2,2,17,45,24,4,4,0,0,U1,9,1,1,43,52,0
4,2,6,1,1,23,65,42,4,4,0,0,U2,10,2,4,20,52,0
4,2,1,1,1,19,19,45,4,4,0,0,U2,9,1,1,23,18,0
3,2,4,2,1,20,71,34,4,4,0,0,U1,1,1,1,5,18,0
1,2,1,1,1,9,35,66,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,0,2,17,0,40,0,4,0,0,U1,9,0,1,17,18,0
2,2,1,1,1,7,37,52,4,4,0,0,U2,9,1,1,17,18,0
4,2,1,2,2,7,45,44,4,4,0,0,U5,9,1,1,4,18,0
5,1,1,6,2,14,67,48,4,4,0,0,U5,9,0,1,23,18,1
5,2,1,1,1,9,50,45,4,1,0,0,U5,7,1,1,23,0,2
4,1,1,1,1,9,75,22,4,4,0,0,U5,9,1,1,4,18,1
4,1,1,1,1,15,51,22,4,4,0,0,U5,9,4,1,23,18,0
4,2,1,1,1,12,35,35,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,2,2,17,16,59,4,4,0,0,U5,9,1,1,4,18,1
4,2,1,1,2,17,62,55,4,4,0,0,U5,9,1,1,23,18,1
4,1,1,2,0,14,50,0,4,0,0,0,U1,2,1,0,23,0,0
1,1,1,1,2,11,46,60,4,4,0,0,U2,9,1,1,23,52,0
3,2,1,1,2,8,63,70,4,4,0,0,U2,1,2,1,23,18,1
4,2,1,2,1,10,24,47,4,4,0,0,U5,9,1,1,4,52,0
4,2,1,1,0,6,38,0,4,0,0,0,U5,2,5,0,23,0,1
2,2,1,1,2,9,62,44,4,4,0,0,U5,9,1,1,4,52,0
4,1,1,2,0,19,54,0,4,0,0,0,R2,2,1,0,31,0,0
1,1,1,1,1,18,20,17,4,4,0,0,R3,9,1,1,51,18,1
5,2,1,2,0,20,42,0,4,0,0,0,U5,2,1,0,4,0,1
4,2,1,1,1,17,25,53,4,4,0,0,U5,9,1,1,7,18,0
6,1,1,2,1,13,36,69,4,4,0,0,R1,1,1,1,23,18,0
1,1,1,2,0,16,58,56,4,0,0,0,U2,8,1,0,22,18,2
4,1,1,1,1,20,28,66,4,4,0,0,U5,9,1,0,23,18,1
4,2,1,1,2,17,52,34,4,4,0.06,0,U1,9,0,1,1,18,0
4,2,6,1,2,19,21,20,4,4,0,0,U5,9,0,1,4,18,1
4,2,1,1,1,18,53,41,4,4,0,0,U1,9,1,0,4,18,0
4,1,4,1,0,2,28,0,4,0,0.12,0,U5,2,2,0,1,0,1
4,2,4,1,1,21,23,58,4,4,0,0,U5,11,1,1,5,18,0
5,1,1,2,2,16,49,52,4,4,0,0,U5,9,1,1,4,52,1
4,2,1,2,0,17,0,0,0,0,0,0,U5,2,0,0,17,0,0
1,2,4,1,0,22,19,0,4,0,0,0,U5,2,1,0,4,0,0
1,1,1,2,2,10,36,24,4,4,0,0,U1,11,1,1,5,5,0
4,1,4,2,0,21,41,0,4,0,0,0,U5,2,5,0,14,0,2
4,2,1,1,1,18,18,61,4,4,0,0,U5,9,1,1,4,52,1
4,2,4,1,1,21,22,27,4,4,0,0,U5,9,1,4,4,18,1
4,1,1,2,1,17,30,33,0,4,0,0,U5,9,1,1,4,18,0
4,2,1,2,2,17,35,27,4,4,0,0,U5,9,1,1,4,52,0
4,2,6,1,7,3,42,53,4,4,0,0,U5,9,1,1,23,18,1
4,1,1,1,0,15,18,0,4,0,0,0,U5,2,1,0,18,0,0
3,1,1,1,1,15,32,23,4,4,0,0,U2,1,1,1,10,18,0
1,1,1,1,1,16,17,56,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,1,2,13,19,61,4,4,0,0,U5,11,1,1,5,18,1
3,1,1,2,0,12,41,60,0,0,0,0,U2,8,1,0,22,18,1
1,1,1,1,0,20,27,24,4,0,0,0,U1,8,1,0,22,23,3
1,1,1,2,1,16,23,52,4,4,0,0,U1,4,1,1,10,18,0
1,1,1,1,2,14,18,69,4,4,0,0,U1,9,0,1,23,18,1
1,2,1,2,2,7,65,26,4,4,0,0,R2,1,1,5,10,18,1
1,2,1,1,1,19,31,27,4,4,0,0,U1,9,0,1,51,18,2
1,2,4,1,1,21,33,50,0,4,0,0,U1,9,0,1,7,18,0
1,2,4,1,1,21,20,39,4,4,0,0,U1,5,1,1,20,18,0
1,1,1,2,1,11,64,30,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,2,1,13,23,27,4,4,0,0,U1,9,1,1,4,18,0
1,1,1,1,2,8,21,34,4,4,0,0,U1,9,1,1,23,18,0
3,2,1,1,1,17,54,42,4,4,0,0,U1,1,1,1,10,18,0
4,1,1,1,2,16,32,45,4,4,0,0,U1,5,4,4,8,18,1
4,1,1,1,0,21,23,0,4,0,0,0,R3,2,1,0,4,0,0
5,1,1,1,1,18,18,25,4,4,0,0,U5,11,1,1,5,18,1
2,1,1,2,1,13,37,57,4,4,0,0,U1,9,1,1,4,18,0
5,2,1,1,1,8,22,32,4,4,0,0,U1,9,1,1,23,18,1
4,1,1,2,1,10,29,72,4,4,0,0,U1,9,1,1,7,18,0
1,2,1,2,2,16,69,20,4,4,0,0,U5,5,4,1,18,10,1
1,1,1,2,1,15,20,31,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,1,0,17,69,0,4,0,0,0,R1,9,1,0,4,18,1
4,1,1,2,0,17,29,0,4,0,0,0,R1,2,4,0,23,0,0
5,2,1,2,1,16,68,48,4,4,0,0,U1,9,0,1,23,18,1
4,1,1,2,1,17,28,58,4,4,0,0,U1,9,1,1,23,52,1
1,1,1,1,1,17,52,27,0,4,0,0,U2,9,0,1,23,18,1
1,1,1,1,1,14,19,45,4,4,0,0,U1,9,1,1,23,18,0
5,1,1,2,2,13,63,56,4,4,0,0,U1,9,0,0,2,18,0
4,2,6,1,0,3,28,0,4,0,0,0,U5,3,1,0,52,0,0
1,2,1,1,0,19,52,0,2,0,0,0,U5,6,1,0,23,0,0
4,2,1,3,1,16,42,43,4,4,0,0,R2,9,1,1,4,18,0
4,1,1,2,2,17,48,54,4,4,0,0,U5,9,1,1,18,4,1
4,2,1,1,2,16,54,51,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,2,17,20,47,4,4,0,0,U1,9,4,1,7,18,0
1,1,1,1,1,14,46,28,4,4,0,0,U5,9,1,1,7,18,0
1,2,4,0,2,22,0,50,0,4,0,0,U1,9,0,1,23,18,1
1,1,1,2,2,14,21,50,4,4,0,0,U2,9,4,1,4,18,0
4,1,1,1,1,17,52,19,4,4,0,0,U5,9,1,0,5,18,1
4,1,1,1,1,18,54,59,4,4,0,0,U1,11,1,1,17,18,0
1,1,1,1,3,15,52,38,4,4,0,0,U1,9,5,1,7,18,2
1,2,1,1,2,7,23,23,4,4,0,0,U1,1,4,4,4,18,1
6,1,1,2,1,7,59,42,4,4,0,0,U1,1,1,1,23,18,0
4,1,1,1,0,14,48,0,4,0,0,0,U5,9,1,0,18,17,0
1,2,1,1,6,9,50,60,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,1,1,16,37,30,4,4,0,0,U5,9,1,1,18,17,1
4,1,1,1,0,11,24,0,4,0,0,0,U5,2,5,0,51,0,0
4,1,1,2,1,11,54,19,4,4,0,0,U5,9,1,1,51,18,0
4,1,1,2,1,8,55,45,4,4,0,0,U5,11,1,1,23,18,0
4,1,1,2,2,8,28,58,4,4,0,0,U5,9,4,1,17,18,1
4,1,1,1,3,9,45,29,4,4,0,0,U5,9,1,1,23,18,0
4,2,1,2,2,18,31,63,4,4,0,0,U1,9,4,1,23,18,1
4,1,1,1,1,8,28,32,4,4,0,0,U5,9,1,1,23,18,0
5,1,4,2,0,23,0,0,0,0,0,0,U2,2,4,0,23,0,0
5,1,1,2,1,14,25,26,4,4,0,0,U2,9,1,1,7,18,0
4,1,1,1,2,16,21,40,4,4,0,0,U1,11,0,1,23,18,0
1,2,1,1,1,16,22,26,4,4,0,0,U5,1,1,4,11,18,1
1,1,1,2,2,12,27,64,4,2,0,0,U1,9,1,1,7,18,0
4,2,1,1,1,18,38,23,4,4,0,0,U1,11,1,1,8,18,0
1,1,1,1,1,15,26,33,4,2,0,0,U2,1,5,2,5,52,1
4,1,1,2,0,13,61,0,2,0,0,0,R1,3,4,0,52,0,0
1,1,1,12,1,16,0,66,0,4,0,0,U2,1,0,0,5,18,0
4,1,6,1,1,1,21,33,4,4,0,0,U1,5,1,4,23,18,2
1,1,1,1,1,12,66,92,4,4,0,0,U2,9,5,1,50,18,1
4,1,1,1,1,20,21,44,4,4,0,0,U1,9,1,1,23,52,0
4,1,1,2,2,16,49,33,4,4,0,0,U5,9,1,1,7,18,0
1,1,1,1,1,16,51,46,4,4,0,0,U5,9,1,1,7,18,0
4,2,4,1,1,21,38,35,4,4,0,0,U5,11,1,1,17,18,0
4,2,1,1,1,16,53,18,4,4,0,0,U5,9,1,1,7,18,1
4,1,1,2,2,17,38,44,4,4,0,0,U1,10,1,1,20,18,0
1,1,1,1,2,17,25,34,4,4,0,0,U1,9,1,1,7,18,0
4,2,6,2,0,4,49,0,1,0,0.22,0,R2,2,0,0,1,0,4
4,1,1,1,1,17,47,29,4,4,0,0,U5,9,1,1,4,18,1
2,1,1,2,1,16,35,37,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,0,18,37,0,4,0,0.13,0,U5,2,0,0,1,0,0
4,1,1,1,0,10,0,0,0,0,0,0,U5,2,5,0,4,0,0
4,2,1,1,0,19,52,0,4,0,0,0,U5,2,4,0,4,0,0
1,1,4,1,2,0,31,24,4,4,0.16,0,U5,5,1,1,1,18,1
1,1,1,1,1,17,50,67,4,4,0,0,U1,1,1,1,5,18,1
4,1,1,1,1,16,23,24,4,4,0,0,U5,9,1,1,16,18,1
1,1,1,1,2,16,28,69,4,4,0,0,U1,9,1,1,4,18,0
4,2,4,2,0,1,30,0,4,0,0,0,U1,2,1,0,23,0,1
1,1,1,1,2,16,86,38,4,4,0,0,U1,9,4,1,23,18,1
1,1,1,2,1,18,60,55,4,4,0,0,U1,9,1,1,4,18,0
4,1,1,2,1,16,50,72,4,4,0.19,0,U5,9,1,1,1,18,2
1,1,1,1,1,17,0,44,0,4,0,0,U5,11,0,1,11,18,1
1,2,1,2,1,15,29,0,4,4,0,0,U1,1,1,1,23,18,1
1,2,1,1,1,10,23,57,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,2,1,7,46,40,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,6,0,10,37,0,4,0,0,0,U1,3,1,0,10,0,0
5,1,2,2,2,4,28,31,4,4,0,0,U1,9,1,1,23,52,1
1,1,1,1,1,7,59,34,4,4,0,0,U1,9,1,1,23,18,0
4,2,1,1,3,8,30,36,4,4,0,0,U5,11,1,1,17,18,0
4,2,1,1,0,9,17,0,4,0,0,0,U1,2,1,0,18,0,0
4,2,1,1,2,7,46,29,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,1,15,28,43,4,4,0,0,U5,9,1,1,18,18,1
4,2,1,1,2,10,66,63,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,1,2,7,36,55,4,4,0,0,U5,11,1,1,18,18,0
4,1,1,1,12,14,45,64,4,0,0,0,U5,11,1,0,23,18,2
4,1,1,1,2,11,0,71,0,4,0,0,U1,9,0,4,17,18,1
4,1,1,2,0,5,34,0,4,0,0,0,U5,2,1,0,17,0,1
1,1,1,1,2,15,25,40,4,4,0,0,U1,9,4,1,14,18,0
1,2,1,2,1,11,49,75,4,4,0,0,U1,4,1,1,23,18,0
5,1,1,2,1,12,49,23,4,4,0,0,U1,11,1,1,5,18,0
4,2,1,1,2,9,29,48,4,4,0,0,U5,9,1,1,7,18,2
1,2,1,1,1,16,22,47,4,4,0,0,U1,4,1,1,10,18,0
2,2,1,3,1,18,67,23,4,4,0,0,U1,9,1,1,23,52,0
1,1,1,1,2,14,28,38,4,4,0,0,U1,9,1,1,7,18,1
4,1,1,2,2,16,59,43,4,4,0,0,U5,10,1,1,17,18,0
4,1,4,1,1,23,18,22,4,4,0,0,U5,11,1,1,23,18,0
5,1,1,1,2,14,30,58,4,4,0,0,U1,9,1,1,23,18,1
4,1,1,1,1,6,45,54,4,4,0,0,U1,9,1,1,23,18,0
4,1,4,2,0,23,24,0,4,0,0,0,U1,3,4,0,18,0,0
4,1,1,2,6,12,30,52,0,4,0,0,U5,10,4,1,16,18,0
4,1,1,1,0,19,19,0,4,0,0,0,R2,2,1,0,51,0,0
4,1,1,1,1,19,25,0,4,0,0,0,U5,7,4,0,23,0,2
4,2,4,1,0,3,20,0,4,0,0,0,U5,2,1,0,4,0,1
4,1,1,1,1,17,50,20,4,4,0,0,U5,9,1,1,4,18,0
5,2,1,2,0,19,65,0,4,0,0.16,0,U5,6,1,0,1,0,0
5,1,1,1,2,10,64,30,4,4,0,0,U1,11,1,1,5,18,0
1,1,1,1,0,12,19,0,4,0,0,0,U2,2,1,0,1,0,1
1,1,4,2,1,23,26,50,4,4,0,0,U2,1,1,1,18,18,1
5,1,1,1,2,12,49,23,3,1,0,0,U1,9,1,1,23,18,0
4,1,6,1,0,22,19,0,4,0,0,0,R1,6,1,0,50,0,0
4,1,6,1,0,22,70,0,4,0,0,0,R1,3,1,0,18,0,0
1,1,1,2,1,18,21,55,4,4,0,0,U1,9,1,1,23,18,1
2,1,1,2,2,13,19,50,1,4,0,0,U5,9,4,1,16,18,1
1,2,1,1,1,19,39,38,4,4,0,0,U1,11,1,1,23,18,0
4,1,1,1,0,13,17,0,4,0,0,0,U1,2,1,0,4,0,0
4,1,1,2,0,16,20,0,4,0,0,0,U5,2,1,0,16,0,0
4,1,1,2,1,16,56,38,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,1,1,6,30,22,4,4,0,0,U5,9,4,1,7,18,0
1,1,1,10,1,17,65,49,0,0,0,0,U1,4,1,1,10,18,0
4,1,1,1,0,6,58,0,4,0,0,0,U5,3,4,0,18,0,1
1,1,1,2,2,19,43,41,4,4,0,0,U1,9,1,1,7,18,0
3,1,1,1,1,16,49,26,4,4,0,0,U2,1,1,1,23,18,0
1,1,1,1,2,16,26,49,4,4,0,0,U1,4,1,1,5,18,0
4,1,1,12,0,20,24,0,0,0,0,0,U5,6,0,0,4,0,2
4,1,1,0,0,18,24,0,4,0,0,0,R1,2,1,0,16,0,0
7,1,1,2,2,15,52,44,4,4,0,0,R2,9,1,1,23,18,1
4,1,1,2,2,17,19,28,4,4,0,0,U1,9,4,1,7,18,2
1,1,1,2,1,17,17,40,4,4,0,0,U5,9,4,1,23,18,0
5,1,1,5,2,17,24,46,4,4,0,0,U5,9,0,0,18,23,3
1,1,4,1,1,22,25,51,4,4,0,0,U1,1,1,1,11,18,0
4,1,1,1,1,12,47,80,4,4,0,0,U1,9,0,1,23,18,0
1,2,1,1,1,14,25,80,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,1,2,15,22,50,4,4,0,0,U1,9,5,1,23,18,1
4,2,1,3,1,8,0,40,0,4,0,0,U1,5,0,1,17,18,0
4,1,1,1,0,9,17,0,4,0,0,0,U1,2,1,0,51,0,0
4,2,1,1,0,13,19,0,4,0,0,0,U1,2,4,0,23,0,0
1,2,1,1,2,6,39,47,4,4,0,0,U1,1,4,0,10,18,1
4,1,1,2,1,16,40,17,4,4,0,0,U1,9,4,1,23,18,0
1,2,1,2,2,8,54,50,4,4,0,0,U1,9,1,1,23,18,1
4,1,1,2,0,12,24,0,4,0,0,0,U1,2,1,0,23,0,0
1,1,1,1,1,14,22,72,4,4,0,0,U1,9,1,1,31,18,0
1,1,1,1,2,15,16,36,4,4,0,0,U1,11,1,1,5,18,0
1,1,1,2,3,12,66,59,4,4,0,0,U1,4,1,1,5,18,1
5,1,4,2,2,22,42,29,4,2,0,0,U2,9,4,1,23,18,0
5,1,1,3,1,18,27,41,4,4,0,0,U2,3,1,1,18,18,0
1,1,4,2,0,21,35,9,4,0,0,0,U1,8,1,0,52,17,1
4,1,1,2,2,13,67,79,4,4,0,0,U3,9,1,1,50,18,0
1,1,1,1,1,9,26,41,4,4,0,0,U3,1,1,1,5,18,0
4,1,1,2,2,9,20,25,4,4,0,0,U1,11,1,1,23,52,0
4,1,1,2,2,11,35,33,4,4,0,0,U5,9,1,1,7,52,0
4,1,1,2,2,14,18,32,4,4,0,0,U5,9,1,1,23,18,0
4,1,2,2,2,6,40,0,4,0,0,0,U5,11,1,0,4,17,0
4,1,1,1,2,7,22,43,4,4,0,0,U5,9,1,1,4,52,0
1,2,1,1,2,11,31,78,4,4,0,0,U5,9,1,1,7,18,0
1,2,1,1,2,8,63,47,4,4,0,0,U1,1,0,1,23,52,1
1,1,1,2,2,9,58,51,4,4,0,0,U1,11,1,1,10,18,0
1,1,1,1,0,12,59,0,4,0,0,0,U1,1,1,0,18,11,0
1,1,1,1,0,15,34,36,4,0,0,0,U1,8,1,0,11,18,2
4,1,2,1,0,4,25,0,4,0,0,0,U5,2,1,0,1,0,0
4,1,1,1,2,17,51,22,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,2,1,13,34,51,0,4,0,0,U5,10,0,1,17,18,0
4,1,1,2,1,8,0,28,0,4,0,0,U2,9,0,1,7,18,0
4,1,6,1,0,23,71,0,4,0,0,0,U5,9,1,1,17,18,0
4,1,1,1,1,16,22,36,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,12,0,20,49,0,0,0,0.11,0,R2,2,0,0,1,0,3
4,1,1,1,1,16,50,52,4,4,0,0,U5,9,1,1,4,18,0
4,1,6,1,0,3,20,0,4,0,0,0,U1,2,4,0,14,0,0
4,1,4,1,1,2,22,0,4,4,0,0,U5,9,1,1,23,18,0
4,1,4,1,1,0,38,39,4,4,0,0,U5,9,1,1,4,18,1
5,1,4,1,0,0,22,0,4,0,0,0,U5,2,0,0,17,0,0
4,1,1,1,0,20,31,0,0,0,0,0,U5,2,0,0,16,0,0
4,1,4,2,1,23,28,68,4,4,0.08,0,U5,11,1,1,1,18,0
2,1,1,1,1,17,27,63,4,4,0,0,U5,9,1,1,7,18,1
1,1,4,1,1,0,23,69,4,4,0,0,U5,11,1,1,5,18,0
5,1,2,2,0,5,0,0,0,0,0,0,R2,2,0,0,51,0,0
6,1,1,2,1,10,24,87,4,4,0,0,U2,1,0,1,16,18,0
4,1,6,1,0,21,64,0,4,0,0,0,R2,3,1,0,18,0,0
3,1,1,1,1,13,71,37,4,4,0,0,U1,1,2,4,23,18,1
3,1,1,1,2,17,75,78,4,4,0,0,U1,1,1,1,18,23,0
4,1,1,1,2,7,28,21,4,4,0,0,R5,11,1,1,7,17,1
5,2,1,2,1,11,52,41,4,4,0,0,U1,9,5,1,23,18,2
3,1,1,1,2,20,54,32,2,4,0,0,U2,1,1,1,17,18,0
3,1,1,1,2,13,0,34,0,4,0,0,U2,10,0,1,7,18,0
4,1,1,6,1,10,49,25,4,4,0,0,U5,10,0,1,17,18,0
1,1,1,2,2,12,42,46,4,4,0,0,U2,9,4,1,23,18,1
4,1,1,2,2,14,32,45,4,4,0,0,R2,5,1,1,8,18,1
3,2,1,1,1,11,75,18,4,4,0,0,U1,4,1,1,17,17,1
4,1,1,1,0,13,54,0,4,0,0,0,U1,2,4,0,17,0,1
1,1,3,1,2,20,56,17,4,4,0,0,U1,1,1,1,11,18,1
1,1,1,2,2,14,65,67,4,4,0,0,U1,9,1,1,48,18,0
1,1,1,1,10,11,43,52,4,1,0,0,U1,10,1,2,5,18,0
5,2,1,1,0,6,34,0,4,0,0,0,U1,2,4,0,17,0,1
4,1,1,1,0,18,27,0,4,0,0,0,U5,3,1,0,18,0,0
4,2,4,1,0,2,0,0,0,0,0,0,U5,2,0,0,17,0,0
1,1,1,2,1,14,44,53,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,1,1,16,26,34,4,4,0,0,U1,11,1,1,23,18,0
4,1,1,1,2,15,25,20,4,4,0,0,U5,9,1,1,5,18,0
4,1,1,1,2,16,18,52,4,4,0,0,R2,9,1,1,45,18,1
4,1,1,2,2,19,61,71,4,4,0,0,U1,11,1,1,23,52,0
4,1,1,2,0,20,24,0,1,0,0,0,R1,6,1,0,1,0,1
4,1,6,1,1,20,26,60,4,4,0,0,U1,11,1,1,23,18,0
A,1,1,1,1,18,43,29,4,4,0,0,U2,1,1,1,23,18,1
4,1,1,2,0,18,0,0,0,0,0,0,U2,2,5,0,17,0,0
7,2,1,1,2,17,40,26,4,4,0,0,U1,9,1,0,7,18,0
1,1,4,2,1,22,22,25,4,4,0,0,U1,10,1,1,52,52,0
3,2,1,1,2,18,32,44,4,4,0,0,U1,10,1,1,10,18,0
6,1,1,2,1,8,51,33,4,4,0,0,U1,1,1,1,5,18,0
3,1,1,1,0,15,79,80,4,0,0,0,U2,8,0,0,18,34,0
1,1,1,2,1,10,70,40,4,4,0,0,U1,9,1,1,23,18,1
5,1,1,2,2,19,30,64,4,4,0,0,U1,11,1,1,23,18,0
1,1,1,1,2,17,32,53,4,4,0,0,U1,9,1,1,4,18,1
4,1,1,2,1,12,63,75,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,1,2,8,26,50,4,4,0,0,U1,1,4,1,11,18,1
1,2,1,3,1,11,55,55,4,4,0,0,U5,10,1,1,10,18,0
1,2,1,1,1,9,34,23,4,4,0,0,U5,11,1,1,17,18,1
1,1,1,1,1,9,34,32,4,4,0,0,U5,9,1,1,23,18,0
1,1,1,2,2,12,53,49,4,4,0,0,U1,9,1,1,23,18,1
1,1,4,1,1,22,50,32,4,4,0,0,U1,9,1,1,18,18,0
4,1,1,1,2,14,51,43,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,1,0,19,27,0,4,0,0,0,U1,2,1,0,16,0,0
5,1,1,2,1,7,23,61,4,4,0,0,U5,9,5,5,4,18,2
4,1,1,6,1,13,0,65,0,4,0,0,U5,11,0,1,5,18,1
1,1,1,2,1,13,58,45,4,4,0,0,U5,9,1,1,23,18,1
3,1,1,2,1,15,60,31,4,4,0,0,R2,4,1,1,5,18,0
5,1,1,1,2,7,29,50,4,4,0,0,U5,9,4,1,4,18,0
5,1,1,1,1,14,23,34,4,4,0,0,U5,9,1,1,4,18,0
1,1,1,2,5,10,44,44,4,4,0,0,U1,9,1,1,49,18,0
4,1,1,1,0,11,67,0,2,0,0,0,U1,2,0,0,17,0,0
4,1,1,1,0,8,20,0,4,0,0,0,U5,2,1,0,14,0,0
5,1,1,1,1,13,24,37,4,4,0,0,U1,9,1,1,17,17,1
4,1,1,1,2,6,43,55,4,4,0,0,U5,11,1,1,23,18,0
4,2,1,1,1,16,21,29,4,4,0,0,U5,9,1,1,23,18,0
5,2,1,2,1,14,17,59,4,4,0,0,U5,9,1,1,23,18,0
4,2,1,3,2,7,39,32,4,4,0,0,U5,9,1,1,18,4,0
4,1,1,2,2,15,55,44,4,4,0,0,U5,9,1,4,4,18,1
4,2,1,1,1,7,49,65,4,4,0,0,U5,11,1,1,23,52,0
4,1,1,1,1,13,16,45,4,4,0,0,U5,9,4,1,7,52,1
4,2,1,1,1,14,31,50,4,4,0,0,U5,9,1,1,23,18,0
4,2,2,2,0,5,31,0,4,0,0,0,U1,2,1,0,4,0,0
4,1,1,1,0,8,21,0,4,0,0,0,U5,2,1,0,16,0,0
1,1,1,3,1,13,67,41,4,4,0,0,U1,11,1,1,52,52,0
4,1,1,1,1,6,22,25,4,4,0,0,U5,9,4,1,4,18,2
4,1,1,10,2,14,22,51,4,4,0,0,U5,9,0,1,23,18,1
4,2,1,1,0,15,21,0,4,0,0,0,U5,2,1,0,48,0,1
4,1,1,3,2,10,19,24,4,4,0,0,U5,9,1,1,7,18,1
4,2,1,1,2,7,20,48,4,4,0,0,U5,9,0,1,4,18,0
4,1,1,1,1,16,17,41,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,2,2,14,21,42,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,2,0,9,47,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,1,1,2,9,22,39,4,4,0,0,U5,9,1,1,7,52,1
1,1,1,3,2,13,22,35,2,4,0,0,U5,9,1,1,7,18,0
4,2,1,2,1,15,42,58,4,4,0,0,U5,9,1,1,23,18,0
4,2,1,2,1,14,43,21,4,4,0,0,U5,11,1,1,18,23,0
4,1,1,2,1,13,40,53,4,4,0,0,U5,9,1,1,4,18,1
4,2,1,6,2,7,43,58,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,1,15,25,52,4,4,0,0,U1,9,1,1,23,18,1
